orgao_superior_nome;orgao_nome;nome_item;nome_natureza_despesa_detalhada;valor
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC;1645.1
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PF- PAGTO ANTECIPADO;27000
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Apoio Administrativo, Técnico e Operacional;SEGUROS EM GERAL;2607.52
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;48742.01
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;186616.11
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;384885.45
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Bens Imóveis;CONDOMINIOS;650
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;941056.01
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Passagens e Despesas com Locomoção;PASSAGENS PARA O EXTERIOR;39967.79
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Passagens e Despesas com Locomoção;TAXA DE SERV. EMISSAO BILHETES NAO UTILIZADOS;0.17
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Passagens e Despesas com Locomoção;PASSAGENS E DESP.C/LOCOMOCAO-PAGTO ANTECIPADO;315000
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;215407.13
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;SERVICOS TECNICOS PROFISSIONAIS;16690.32
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;898440.69
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locação de Imóveis;LOCACAO DE IMOVEIS;342217.72
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;7549.6
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PF- PAGTO ANTECIPADO;3139426.02
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;5414269.53
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;2426447.3
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;4061837.96
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;903495.22
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locações de Mão-de-Obra e Terceirização;SERVICOS DE COPA E COZINHA;451150.83
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locações de Mão-de-Obra e Terceirização;MANUTENCAO E CONSERVACAO DE BENS MOVEIS;20163.38
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Passagens e Despesas com Locomoção;PASSAGENS PARA O EXTERIOR;15182.92
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;ASSINATURAS DE PERIODICOS E ANUIDADES;20456
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Bens Imóveis;CONDOMINIOS;67050.3
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;COMISSOES E CORRETAGENS;3925.36
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;144956.81
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Contratação Temporária;FERIAS - ABONO CONSTITUCIONAL;4161.6
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;Tecnologia da Informação e Comunicação;MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC;71699.47
MINISTÉRIO DA PREVIDÊNCIA SOCIAL;SUPERINTENDÊNCIA NACIONAL DE PREVIDÊNCIA COMPLEMENTAR;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;36136.48
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;402240.16
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;102658.6
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Manutenção e Conservação de Equipamentos;MANUTENCAO E CONSERV. DE VEICULOS;49914.01
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Apoio Administrativo, Técnico e Operacional;FESTIVIDADES E HOMENAGENS;5160.38
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;216971.85
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;490.23
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Apoio Administrativo, Técnico e Operacional;SERVICO DE SELECAO E TREINAMENTO;6101.1
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;4933.52
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Apoio Administrativo, Técnico e Operacional;SEGUROS EM GERAL;3237.36
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Apoio Administrativo, Técnico e Operacional;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;30886.08
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Tecnologia da Informação e Comunicação;LOCACAO DE SOFTWARES;3959.02
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;8247.45
PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA DA REPÚBLICA;Contratação Temporária;AUXILIO-ALIMENTACAO;5922
PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA DA REPÚBLICA;Contratação Temporária;AUXILIO-TRANSPORTE;112.25
PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA DA REPÚBLICA;Diárias;DIARIAS NO PAIS;442942.08
PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA DA REPÚBLICA;Diárias;DIARIAS NO EXTERIOR;50972.94
PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA DA REPÚBLICA;Diárias;DIARIAS NO PAIS;1020343.47
PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA DA REPÚBLICA;Diárias;DIARIAS NO EXTERIOR;83291.46
PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA DA REPÚBLICA;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;117096.24
PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA DA REPÚBLICA;Material de Consumo;GENEROS DE ALIMENTACAO;21630.69
PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA DA REPÚBLICA;Tecnologia da Informação e Comunicação;MATERIAL DE TIC - MATERIAL DE CONSUMO;3140
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;Passagens e Despesas com Locomoção;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;2015.3
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Contratação Temporária;AUXILIO-ALIMENTACAO;8673.64
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Contratação Temporária;AUXILIO-CRECHE;304.95
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Contratação Temporária;AUXILIO-TRANSPORTE;1924.12
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Diárias;DIARIAS NO PAIS;2390.44
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Diárias;DIARIAS NO EXTERIOR;92496.76
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;17359.9
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Passagens e Despesas com Locomoção;PASSAGENS PARA O EXTERIOR;76092.02
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;41099.47
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;175300.63
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;188933.53
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;175713.91
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;Apoio Administrativo, Técnico e Operacional;COMISSOES E CORRETAGENS;0.05
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Passagens e Despesas com Locomoção;PASSAGENS PARA O EXTERIOR;9187.83
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Apoio Administrativo, Técnico e Operacional;ASSINATURAS DE PERIODICOS E ANUIDADES;2015.9
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;120367.31
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Manutenção e Conservação de Equipamentos;MANUTENCAO E CONSERV. DE VEICULOS;18212.77
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Manutenção e Conservação de Equipamentos;MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;58806.3
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;783.99
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;3120.35
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Vigilância Ostensiva;VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO;75953.68
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;137100.33
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Tecnologia da Informação e Comunicação;SERVICOS DE OUTSOURCING - ALMOX VIRTUAL (IN 51/2021);1181.66
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Tecnologia da Informação e Comunicação;HOSPEDAGENS DE SISTEMAS;17290.61
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Tecnologia da Informação e Comunicação;COMUNICACAO DE DADOS E REDES EM GERAL;64738.26
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Tecnologia da Informação e Comunicação;COMPUTACAO EM NUVEM - SOFTWARE COMO SERVICO (SAAS);115920
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE CATALÃO;Contratação Temporária;AUXILIO-ALIMENTACAO;12202.9
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE CATALÃO;Contratação Temporária;AUXILIO-CRECHE;914.85
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE CATALÃO;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;29200
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE CATALÃO;Passagens e Despesas com Locomoção;PASSAGENS E DESP.C/LOCOMOCAO-PAGTO ANTECIPADO;2000
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE CATALÃO;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;22779.72
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE CATALÃO;Apoio Administrativo, Técnico e Operacional;COMISSOES E CORRETAGENS;14155.3
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE CATALÃO;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;276.13
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE CATALÃO;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;2598
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE CATALÃO;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;12000
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE JATAÍ;Contratação Temporária;AUXILIO-ALIMENTACAO;17108
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE JATAÍ;Contratação Temporária;AUXILIO-CRECHE;2439.6
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;930
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Diárias;DIARIAS NO PAIS;27545.07
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Diárias;DIARIAS NO EXTERIOR;54597.84
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;27984.81
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;1087158.03
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;54840.37
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;22433.82
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Apoio Administrativo, Técnico e Operacional;ASSINATURAS DE PERIODICOS E ANUIDADES;128
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Manutenção e Conservação de Bens Imóveis;CONDOMINIOS;1589672.04
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Apoio Administrativo, Técnico e Operacional;SERVICOS TECNICOS PROFISSIONAIS;24173.13
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Locação de Imóveis;LOCACAO DE IMOVEIS;706667.15
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;1347.48
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;5918.66
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;1038.49
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;1860.05
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Apoio Administrativo, Técnico e Operacional;SEGUROS EM GERAL;5805.27
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;1261.46
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Apoio Administrativo, Técnico e Operacional;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;93404.39
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Tecnologia da Informação e Comunicação;LOCACAO DE SOFTWARES;88682.79
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Tecnologia da Informação e Comunicação;SUPORTE DE INFRAESTRUTURA DE TIC;431124.13
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Tecnologia da Informação e Comunicação;MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC;4590
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;580731.24
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Equipamentos;SERVICOS EM ITENS REPARAVEIS DE AVIACAO;412247.79
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;588154.6
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;LOCACAO DE SOFTWARES;11291.63
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;7352.07
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;SUPORTE A USUARIOS DE TIC;300701.06
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;SUPORTE DE INFRAESTRUTURA DE TIC;343015.27
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC;22011
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;COMUNICACAO DE DADOS E REDES EM GERAL;87379.99
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;TELEFONIA FIXA E MOVEL - PACOTE DE COMUNICACAO DE DADOS;53235.27
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;53543.91
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;SERVICOS TECNICOS PROFISSIONAIS DE TIC;53426.63
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;EMISSAO DE CERTIFICADOS DIGITAIS;11540
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Tecnologia da Informação e Comunicação;SERVICOS DE TIC PESSOA JURIDICA - PAGAMENTO ANTECIPADO;29522.41
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;165319.74
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Passagens e Despesas com Locomoção;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;445.4
